vertex1,vertex2,weight, TotalNumOfEdges
1,12,480
12,15,4000
15,16,4000
1,10,640
2,10,2720
3,7,720
7,10,1520
7,11,320
11,10,4000
4,8,1280
5,8,4000
8,9,4000
6,9,1680
9,11,4000
10,14,4000
14,13,4000
13,12,4000
